ICAO_Code,FAA_Designator,Manufacturer,Model_FAA,Model_BADA,Physical_Class_Engine,Num_Engines,AAC,AAC_minimum,AAC_maximum,ADG,TDG,Approach_Speed_knot,Approach_Speed_minimum_knot,Approach_Speed_maximum_knot,Wingspan_ft_without_winglets_sharklets,Wingspan_ft_with_winglets_sharklets,Length_ft,Tail_Height_at_OEW_ft,Wheelbase_ft,Cockpit_to_Main_Gear_ft,Main_Gear_Width_ft,MTOW_lb,MALW_lb,Main_Gear_Config,ICAO_WTC,Parking_Area_ft2,Class,FAA_Weight,CWT,One_Half_Wake_Category,Two_Wake_Category_Appx_A,Two_Wake_Category_Appx_B,Rotor_Diameter_ft,SRS,LAHSO,FAA_Registry,Registration_Count,Total_IFR_Operations_2021_2022,Remarks,,,,,,,,,,,,,,,,
P3,P3,LOCKHEED,Lockheed P-3 Orion,Lockheed P-3 Orion,Turboprop,4,C,,,III,5,134,,,99.7,,116.0,33.7,29.2,32.4,34.0,"135,000","103,880",D,Medium,"13,273.7",Fixed-wing,Large,F,D,D,C,,III,N/A,Yes,100,"13,116",,,,,,,,,,,,,,,,,
P32R,P32R,PIPER,Piper PA-32R Lance/ Saratoga SP,Piper PA-32R-301T Turbo Sarato,Piston,1,A,,,I,1A,80,,,36.2,,27.7,8.4,7.9,7.5,11.1,"3,600","3,600",S,Light,"1,510.7",Fixed-wing,Small,I,F,F,F,,I,3,Yes,983,"45,312",,,,,,,,,,,,,,,,,
P32T,P32T,PIPER,Piper 32T Turbo Lance 2,Piper PA-32RT-300T Turbo Lance,Piston,1,A,,,I,1A,80,,,36.2,,27.7,7.9,7.0,7.0,11.0,"3,600","3,600",S,Light,"1,510.7",Fixed-wing,Small,I,F,F,F,,I,N/A,Yes,208,"7,394",,,,,,,,,,,,,,,,,
P46T,P46T,PIPER,Piper Malibu Meridian,Piper PA-46-500TP,Turboprop,1,A,,,I,1A,75,,,43.0,,29.6,11.3,8.0,8.0,12.3,"5,092","4,850",S,Light,"1,833.8",Fixed-wing,Small,I,F,F,F,,I,4,Yes,437,"132,009",,,,,,,,,,,,,,,,,
P51,P51,NORTH AMERICAN,North American Mustang,North American P-51 Mustang,Piston,1,B,,,I,1A,113,,,37.0,,32.3,13.4,16.3,16.3,12.3,"12,100","12,100",S,Light,"1,753.1",Fixed-wing,Small,I,F,F,F,,I,N/A,Yes,150,184,,,,,,,,,,,,,,,,,
P68,P68,VULCAN- PARTEVANIA,Vulcan Air P68,Partenavia P-68 Observer,Piston,2,A,,,I,1A,73,,,39.4,,31.3,11.2,12.0,12.0,12.3,"4,387","4,167",S,Light,"1,793.2",Fixed-wing,Small,I,F,F,F,,II,3,Yes,3,"4,242",,,,,,,,,,,,,,,,,
P750,P750,PACIFIC AEROSPACE,Pacific Aerospace P-750 Xstol,PAC 750XL,Turboprop,1,A,,,I,1A,72,,,42.0,,38.8,13.3,10.2,10.2,13.0,"7,500","7,125",S,Light,"2,277.6",Fixed-wing,Small,I,F,F,F,,I,N/A,Yes,23,166,,,,,,,,,,,,,,,,,
P8,P8,BOEING,Boeing P-8 Poseidon,Boeing P-8 Poseidon,Jet,2,E,,,III,3,180,,,123.6,,129.5,42.1,52.6,56.4,22.1,"189,200",N/A,D,Medium,"17,969.2",Fixed-wing,Large,F,D,D,C,,III,N/A,Yes,112,"45,872",,,,,,,,,,,,,,,,,
PA11,PA11,PIPER,Piper PA-11 Cub Special,Piper PA-11 Cub Special,Piston,1,A,,,I,1B,46,,,35.5,,23.9,6.7,22.8,22.8,6.8,"1,220","1,220",S,Light,"1,315.0",Fixed-wing,Small,I,F,F,F,,I,1,Yes,431,144,,,,,,,,,,,,,,,,,
PA12,PA12,PIPER,Piper 12 Supercruiser,Piper PA-12 Super Cruiser,Piston,1,A,,,I,1A,56,,,35.5,,22.8,6.8,16.2,16.2,7.0,"1,750","1,750",S,Light,"1,264.9",Fixed-wing,Small,I,F,F,F,,I,1,Yes,"1,234",26,,,,,,,,,,,,,,,,,
PA16,PA16,PIPER,Piper PA-16 Clipper,Piper PA-16 Clipper,Piston,1,A,,,I,1A,56,,,29.3,,20.1,6.2,15.0,15.0,7.0,"1,650","1,650",S,Light,986.4,Fixed-wing,Small,I,F,F,F,,I,1,Yes,271,2,,,,,,,,,,,,,,,,,
PA18,PA18,PIPER,Piper 18 Super Cub,Piper PA-18 Super Cub,Piston,1,A,,,I,1A,48,,,35.3,,22.5,6.7,16.7,17.2,6.0,"1,750","1,750",S,Light,"1,245.5",Fixed-wing,Small,I,F,F,F,,I,1,Yes,"2,894",196,,,,,,,,,,,,,,,,,
PA20,PA20,PIPER,Piper PA-20 Pacer,Piper PA-20 Pacer,Piston,1,A,,,I,1A,55,,,29.3,,20.5,8.2,14.3,14.3,6.7,"1,950","1,950",S,Light,"1,002.2",Fixed-wing,Small,I,F,F,F,,I,1,Yes,330,154,,,,,,,,,,,,,,,,,
PA22,PA22,PIPER,Piper 22 Tri-Pacer,Piper PA-22 Tri-Pacer,Piston,1,A,,,I,1A,56,,,29.3,,20.5,8.3,5.8,5.8,7.9,"2,000","2,000",S,Light,"1,002.2",Fixed-wing,Small,I,F,F,F,,I,2,Yes,"1,210",484,,,,,,,,,,,,,,,,,
PA23,PA23,PIPER,Piper PA-23-150/160 Apache,Piper PA-23-160 Apache,Piston,2,A,,,I,1A,85,,,37.2,,27.6,10.3,7.5,7.5,12.4,"4,800","4,800",S,Light,"1,538.7",Fixed-wing,Small,I,F,F,F,,II,2,Yes,247,"5,205",,,,,,,,,,,,,,,,,
PA24,PA24,PIPER,Piper PA-24 Comanche,Piper PA-24 Comanche,Piston,1,A,,,I,1A,75,,,36.0,,24.8,7.5,6.6,6.6,10.2,"2,900","2,900",S,Light,"1,370.3",Fixed-wing,Small,I,F,F,F,,I,4,Yes,"2,417","25,659",,,,,,,,,,,,,,,,,
PA25,PA25,PIPER,Piper PA-25 Pawnee,Piper PA-25 Pawnee,Piston,1,A,,,I,1A,69,,,36.2,,24.8,7.2,17.4,17.4,7.4,"2,900","2,900",S,Light,"1,376.8",Fixed-wing,Small,I,F,F,F,,I,1,Yes,468,14,,,,,,,,,,,,,,,,,
PA27,PA27,PIPER,Piper Aztec,Piper PA-23-250 Aztec D,Piston,2,B,,,I,1A,91,,,37.2,,31.2,10.2,3.2,3.2,13.0,"5,200","4,940",S,Light,"1,708.6",Fixed-wing,Small,I,F,F,F,,II,3,Yes ,955,"22,883",,,,,,,,,,,,,,,,,
PA30,PA30,PIPER,Piper PA-30 Turbo Twin Comanche/Turbo Twin Comanche,Piper PA-30 Turbo Twin Comanch,Piston,2,A,,,I,1A,76,,,36.8,,25.2,8.3,7.3,7.3,10.0,"3,600","3,600",S,Light,"1,413.4",Fixed-wing,Small,I,F,F,F,,II,1,Yes,80,"23,175",,,,,,,,,,,,,,,,,
PA31,PA31,PIPER,Piper Navajo PA-31,Piper PA-31 Navajo C,Piston,2,B,,,I,1A,95,,,40.7,,32.6,13.0,10.6,10.7,13.8,"6,500","6,500",S,Light,"1,906.7",Fixed-wing,Small,I,F,F,F,,II,2,Yes,360,"103,395",,,,,,,,,,,,,,,,,
PA32,PA32,PIPER,Piper Cherokee Six,Piper PA-32-301T Turbo Saratog,Piston,1,A,,,I,1A,78,,,36.2,,27.6,8.5,8.0,7.2,11.1,"3,600","3,600",S,Light,"1,504.2",Fixed-wing,Small,I,F,F,F,,I,3,Yes,"1,666","85,726",,,,,,,,,,,,,,,,,
PA34,PA34,PIPER,Piper PA-34 Seneca,Piper PA-34-220T,Piston,2,A,,,I,1A,81,,,38.9,,28.6,9.9,7.0,7.0,11.1,"4,750","4,513",S,Light,"1,644.5",Fixed-wing,Small,I,F,F,F,,II,7,Yes,"1,010","53,078",,,,,,,,,,,,,,,,,
PA36,PA36,PIPER,Piper PA-36 Pawnee Brave,Piper PA-36 Pawnee Brave,Piston,1,A,,,I,1A,54,,,38.8,,27.5,7.5,20.0,7.0,8.8,"4,800",N/A,S,Light,"1,586.0",Fixed-wing,Small,I,F,F,F,,I,2,Yes,82,22,,,,,,,,,,,,,,,,,
PA38,PA38,PIPER,Piper Tomahawk PA38,Piper PA-38 Tomahawk,Piston,1,A,,,I,1A,60,,,34.0,,23.1,9.2,5.2,7.0,11.9,"1,670","1,670",S,Light,"1,236.4",Fixed-wing,Small,I,F,F,F,,I,3,Yes,450,872,,,,,,,,,,,,,,,,,
PA44,PA44,PIPER,Piper Seminole,Piper PA-44-180 Seminole,Piston,2,A,,,I,1A,66,,,38.6,,27.6,8.5,8.4,8.4,10.5,"3,800","3,800",S,Light,"1,584.5",Fixed-wing,Small,I,F,F,F,,II,2,Yes,499,"58,492",,,,,,,,,,,,,,,,,
PA46,PA46,PIPER,Piper Malibu,Piper PA-46-350P,Piston,1,A,,,I,1A,75,,,43.0,,28.9,11.3,8.0,8.0,12.3,"4,340","3,900",S,Light,"1,796.5",Fixed-wing,Small,I,F,F,F,,I,4,Yes ,222,"104,242",,,,,,,,,,,,,,,,,
PAT4,PAT4,PIPER,Piper PA-31T3-500 T-1040,Piper PA-31T-3T-1040,Turboprop,2,B,,,I,1A,100,,,42.7,,34.7,12.8,10.7,10.7,14.3,"9,000","9,000",S,Light,"2,090.2",Fixed-wing,Small,I,F,F,F,,II,N/A,Yes,2,"4,813",,,,,,,,,,,,,,,,,
PAY1,PAY1,PIPER,Piper Cheyenne 1,Piper PA-31T1 Cheyenne IA,Piston,2,B,,,I,2A,92,,,42.7,,34.7,12.8,9.4,9.4,15.5,"8,700","8,700",S,Light,"2,089.9",Fixed-wing,Small,I,F,F,F,,II,5,Yes,95,"15,214",,,,,,,,,,,,,,,,,
PAY2,PAY2,PIPER,Piper Cheyenne 2,Piper PA-31T2 Cheyenne 2XL,Piston,2,B,,,I,2A,100,,,42.7,,34.7,12.8,9.4,9.4,15.5,"9,474","9,000",S,Light,"2,089.9",Fixed-wing,Small,I,F,F,F,,II,2,Yes ,111,"23,449",,,,,,,,,,,,,,,,,
PAY3,PAY3,PIPER,Piper PA-42-720 Cheyenne 3,Piper PA-42 Cheyenne III,Turboprop,2,B,,,I,2A,113,,,47.7,,43.4,14.8,10.6,10.6,18.8,"11,200","10,330",S,Light,"2,791.1",Fixed-wing,Small,I,F,F,F,,II,8,Yes,20,"6,033",,,,,,,,,,,,,,,,,
PAY4,PAY4,PIPER,Piper Cheyenne 400,Piper PA-42-1000 Cheyenne 400,Turboprop,2,B,,,I,2A,109,,,47.7,,43.4,17.0,10.6,10.6,18.8,"12,050","11,100",S,Light,"2,791.1",Fixed-wing,Small,I,F,F,F,,II,4,Yes,25,"5,597",,,,,,,,,,,,,,,,,
PC12,PC12,PILATUS,Pilatus PC-12,Pilatus PC-12/45,Turboprop,1,A,,,II,2,85,,,53.3,,47.3,14.0,11.4,11.4,14.8,"10,450","9,921",S,Light,"3,309.2",Fixed-wing,Small,I,F,F,F,,I,4,Yes,"1,151","1,374,840",,,,,,,,,,,,,,,,,
PC24,PC24,PILATUS,Pilatus PC-24,Pilatus PC-24,Jet,2,B,,,II,2A,107,,,55.8,,55.3,17.7,25.4,25.4,16.1,"18,300","16,900",D,Medium,"3,967.7",Fixed-wing,Small+,H,F,E,E,,III,N/A,Yes,69,"56,971",AAC validated by Flight Standardization Board (FSB) report.,,,,,,,,,,,,,,,,
PRM1,PRM1,RAYTHEON- HAWKER BEECHCRAFT,Raytheon Premier 1/390 Premier 1,Hawker Beechcraft Premier IA,Jet,2,B,,,I,1A,120,,,44.5,,46.0,15.3,17.6,17.6,9.2,"12,500","11,600",S,Light,"2,779.5",Fixed-wing,Small+,I,F,F,F,,III,7,Yes,199,"91,570",AAC validated by Flight Standardization Board (FSB) report.,,,,,,,,,,,,,,,,
R721,R721,BOEING,Boeing 727-100RE Super 27,Boeing 727-100,Jet,3,C,,,III,3,126,,,108.0,,133.2,34.3,50.5,60.2,27.0,"169,000","142,500",D,Medium,"16,307.6",Fixed-wing,Large,F,D,D,C,,III,N/A,Yes,1,44,,,,,,,,,,,,,,,,,
R722,R722,BOEING,Boeing 727-200RE Super 27,Boeing 727-200RE Super 27,Jet,3,C,,,III,4,136,,,108.0,,153.2,34.9,60.8,70.2,27.0,"197,000","154,500",D,Medium,"18,667.6",Fixed-wing,Large,F,D,D,C,,III,N/A,Yes,41,2,,,,,,,,,,,,,,,,,
RJ1H,RJ1H,AVRO,Avro RJ-100 Avroliner,Avro RJ100,Jet,4,C,,,III,2A,123,,,86.4,,101.7,28.2,36.8,36.8,19.0,"101,500","88,500",D,Medium,"10,285.1",Fixed-wing,Large,G,E,D,D,,III,7,Yes,1,"11,339",,,,,,,,,,,,,,,,,
RJ85,RJ85,AVRO,Avro RJ-85 Avroliner,Avro RJ85,Jet,4,C,,,III,2A,122,,,86.4,,93.7,28.3,36.8,36.8,19.0,"97,000","85,000",D,Medium,"9,513.8",Fixed-wing,Large,G,E,D,D,,III,7,Yes,15,"5,332",,,,,,,,,,,,,,,,,
RV12,RV12,VAN'S ,Van's RV-12,Van's RV-12,Piston,1,A,,,I,1A,53,,,26.8,,19.9,8.3,5.4,5.4,6.9,"1,320","1,320",S,Light,915.8,Fixed-wing,Small,I,F,F,F,,I,1,Yes,648,284,,,,,,,,,,,,,,,,,
S108,S108,STINSON,Stinson 108 Voyager,Stinson 108 Voyager,Piston,1,A,,,I,1A,70,,,33.9,,24.5,30.0,18.7,18.7,7.8,"2,400","2,400",S,Light,"1,295.1",Fixed-wing,Small,I,F,F,F,,I,2,Yes,"1,412",24,,,,,,,,,,,,,,,,,
S22T,S22T,CIRRUS,Cirrus SR-22 Turbo,Cirrus SR22T,Piston,1,A,,,I,1A,77,,,38.3,,26.0,8.9,9.1,6.5,12.4,"3,600","3,600",S,Light,"1,497.3",Fixed-wing,Small,I,F,F,F,,I,N/A,Yes,"1,561","191,794",,,,,,,,,,,,,,,,,
SB20,SB20,SAAB,Saab 2000,Saab 2000,Turboprop,1,C,,,III,3,122,,,81.3,,89.5,25.3,37.2,37.2,29.3,"50,706","48,501",D,Medium,"8,623.1",Fixed-wing,Small,I,F,F,F,,I,N/A,Yes,11,"6,446",AAC validated by Flight Standardization Board (FSB) report.,,,,,,,,,,,,,,,,
SBR1,SBR1,NORTH AMERICAN ROCKWELL,North American Rockwell Sabre 40/60,Rockwell CT-39G Sabreliner,Jet,2,C,,,I,1A,126,,,44.7,,46.9,16.0,13.9,13.9,7.6,"20,172","17,500",S,Medium,"2,838.9",Fixed-wing,Small+,H,F,E,E,,III,N/A,Yes,15,"6,767",,,,,,,,,,,,,,,,,
SBR2,SBR2,NORTH AMERICAN ROCKWELL,North American Rockwell Sabre 75,Rockwell Sabre 75/80,Jet,2,C,,,I,1A,128,,,44.7,,46.9,16.0,14.2,14.1,7.9,"22,994",N/A,S,Medium,"2,838.9",Fixed-wing,Small+,H,F,E,E,,III,N/A,Yes,2,626,,,,,,,,,,,,,,,,,
SC7,SC7,SHORT,Short Skyvan SC7,Short SC-7 Skyvan,Turboprop,2,B,,,II,1A,91,,,64.9,,41.3,15.1,14.8,14.8,14.2,"12,500","12,500",S,Light,"3,467.9",Fixed-wing,Small+,I,F,F,F,,III,2,Yes ,32,204,,,,,,,,,,,,,,,,,
SF34,SF34,SAAB,Saab SF 340,Saab SF 340B,Turboprop,2,C,,,II,3,124,,,74.6,,64.7,22.9,23.4,22.9,23.8,"28,000","27,200",D,Medium,"5,896.6",Fixed-wing,Large,G,E,D,D,,III,5,Yes,73,"109,927",AAC validated by Flight Standardization Board (FSB) report.,,,,,,,,,,,,,,,,
SF50,SF50,CIRRUS,Cirrus Vision SF50,Cirrus SF50 Vision,Jet,1,A,,,I,1A,87,,,38.7,,30.7,10.9,10.9,10.9,12.7,"6,000",N/A,S,Light,"1,735.9",Fixed-wing,Small,I,F,F,F,,III,N/A,Yes,317,"123,581",AAC validated by Flight Standardization Board (FSB) report.,,,,,,,,,,,,,,,,
SH33,SH33,SHORT,Shorts 330,Short 330,Turboprop,2,B,,,II,2A,96,,,74.7,,58.0,16.4,20.4,20.4,16.4,"22,900","22,597",S,Medium,"5,336.1",Fixed-wing,Small+,H,F,E,E,,III,6,Yes,16,"1,216",,,,,,,,,,,,,,,,,
SH36,SH36,SHORT,Shorts 360,Short SD3-60,Turboprop,2,B,,,II,2A,104,,,74.8,,70.8,23.1,23.0,23.0,16.4,"27,117","26,499",S,Medium,"6,427.8",Fixed-wing,Small+,H,F,E,E,,III,6,Yes,63,"64,531",,,,,,,,,,,,,,,,,
SR20,SR20,CIRRUS,Cirrus SR-20,Cirrus SR20,Piston,1,A,,,I,1A,74,,,38.3,,26.0,9.2,7.5,7.4,11.0,"2,126","2,900",S,Light,"1,498.3",Fixed-wing,Small,I,F,F,F,,I,1,Yes,"1,024","92,644",,,,,,,,,,,,,,,,,
SR22,SR22,CIRRUS,Cirrus SR 22,Cirrus SR22,Piston,1,A,,,I,1A,78,,,38.3,,26.0,8.9,6.5,6.5,11.7,"2,358","3,400",S,Light,"1,498.3",Fixed-wing,Small,I,F,F,F,,I,1,Yes,"3,552","382,336",,,,,,,,,,,,,,,,,
SU95,SU95,SUKHOI,SUKHOI Superjet 100-95,SUKHOI RRJ-95B Superjet 100,Jet,2,C,,,III,3,140,,,91.2,,98.2,33.7,38.1,40.1,22.2,"101,148","90,390",2D,Medium,"10,443.8",Fixed-wing,Large,F,D,D,C,,III,N/A,No,0,0,,,,,,,,,,,,,,,,,
SW3,SW3,FAIRCHILD SWEARINGEN,Fairchild Swearingen SA-226T/TB Merlin 3,Swearingen Merlin 3,Turboprop,2,B,,,II,2A,105,,,46.3,,42.2,16.7,11.5,11.5,16.4,"12,500","12,500",D,Light,"2,657.4",Fixed-wing,Small+,I,F,F,F,,III,5,Yes,56,"37,105",,,,,,,,,,,,,,,,,
SW4,SW4,FAIRCHILD SWEARINGEN,Swearingen SA-227AT Merlin 4,Swearingen SA227-AC Metro III,Turboprop,2,B,,,II,3,112,,,57.0,,59.4,16.7,23.7,23.7,20.4,"15,999","15,675",D,Light/Medium,"4,314.8",Fixed-wing,Small+,H,F,E,E,,III,5,Yes ,28,"219,361",,,,,,,,,,,,,,,,,
T210,T210,CESSNA,Cessna T210 Turbo Centurion,Cessna T210M,Piston,1,A,,,I,1A,73,,,38.8,,28.2,9.7,6.0,6.0,9.0,"3,800","3,800",S,Light,"1,620.2",Fixed-wing,Small,I,F,F,F,,I,2,Yes,715,"17,016",,,,,,,,,,,,,,,,,
T28,T28,NORTH AMERICAN,North American T-28 Trojan,North American T-28 Trojan,Piston,1,A,,,I,1A,62,,,40.1,,33.0,12.7,8.2,8.2,13.6,"8,500","7,809",S,Light,"1,903.8",Fixed-wing,Small,I,F,F,F,,I,N/A,Yes,212,122,,,,,,,,,,,,,,,,,
T34P,T34P,BEECH,Beech T-34/45 Mentor,Beech T-34B Mentor,Turboprop,1,A,,,I,1A,69,,,33.3,,28.7,9.6,7.7,7.7,11.6,"5,500","5,300",S,Light,"1,460.3",Fixed-wing,Small,I,F,F,F,,I,1,Yes,444,"1,338",,,,,,,,,,,,,,,,,
T38,T38,NORTHROP,Northrop T-38 Talon,Northrop T-38 Talon,Jet,2,D,,,I,1A,160,,,25.3,,46.3,12.8,18.7,18.7,11.2,"12,093",N/A,S,Light,"1,810.9",Fixed-wing,Small,I,F,F,F,,III,N/A,Yes,36,"222,646",,,,,,,,,,,,,,,,,
T6,T6,NORTH AMERICAN,North American T-6 Texan,North American T-6 Texan,Piston,1,A,,,I,1B,56,,,42.0,,29.0,11.8,22.9,22.9,9.2,"5,617","5,329",S,Light,"1,768.0",Fixed-wing,Small,I,F,F,F,,I,2,Yes,417,"3,842",,,,,,,,,,,,,,,,,
TAYB,TAYB,TAYLORCRAFT,Taylorcraft BC,N/A,Piston,1,A,,,I,1A,50,,,36.0,,22.0,6.8,16.3,16.3,7.4,"1,500","1,500",S,Light,"1,242.0",Fixed-wing,Small,I,F,F,F,,I,1,Yes,"1,358",0,,,,,,,,,,,,,,,,,
TB20,TB20,SOCATA,Socata TB-20 Trinidad,Socata TB 20 Trinidad,Piston,1,A,,,I,1A,75,,,32.7,,25.4,9.4,6.1,6.1,8.3,"3,080","3,080",S,Light,"1,298.1",Fixed-wing,Small,I,F,F,F,,I,N/A,Yes ,194,"4,314",,,,,,,,,,,,,,,,,
TBM7,TBM7,SOCATA,Socata TBM-700/700A,Socata TBM-700,Turboprop,1,A,,,I,1A,74,,,41.6,,34.9,14.3,9.5,9.5,12.7,"6,614","6,250",S,Light,"2,059.9",Fixed-wing,Small,I,F,F,F,,I,5,Yes,363,"54,709",,,,,,,,,,,,,,,,,
TBM8,TBM8,SOCATA,Socata TBM-850,Socata TBM-850,Turboprop,1,A,,,I,1A,85,,,41.6,,34.9,14.3,9.6,8.9,12.7,"7,394","7,024",S,Light,"2,058.8",Fixed-wing,Small,I,F,F,F,,I,N/A,Yes,330,"76,961",,,,,,,,,,,,,,,,,
TBM9,TBM9,SOCATA,Socata TBM-900,Socata TBM-930,Turboprop,1,A,,,I,1A,85,,,42.1,,35.2,14.3,9.6,9.6,12.7,"7,394","7,024",S,Light,"2,094.4",Fixed-wing,Small,I,F,F,F,,I,N/A,Yes ,127,"102,124",,,,,,,,,,,,,,,,,
TEX2,TEX2,RAYTHEON,Raytheon Texan 2,Raytheon T-6B,Turboprop,1,B,,,I,1A,103,,,33.4,,33.2,10.7,7.7,7.7,9.7,"6,500","6,900",S,Light,"1,657.9",Fixed-wing,Small,I,F,F,F,,I,N/A,Yes,446,"319,581",,,,,,,,,,,,,,,,,
TOBA,TOBA,SOCATA,Socata TB-10 Tobago,Socata TB-10 Tobago,Piston,1,A,,,I,1A,65,,,32.8,,25.4,9.9,6.5,6.5,8.4,"2,530","2,530",S,Light,"1,301.1",Fixed-wing,Small,I,F,F,F,,I,2,Yes,51,"1,566",,,,,,,,,,,,,,,,,
V22,V22,BELL-BOEING,Bell V-22 Osprey,Bell-Boeing V-22 Osprey,Turboshaft,2,N/A,,,II,2A,N/A,,,45.8,,63.0,22.1,24.3,24.3,16.2,"60,500",N/A,D,Medium,"3,796.4",Tiltrotor,Large,G,E,D,D,38.1,II,N/A,Yes ,400,"17,294",,,,,,,,,,,,,,,,,
WW24,WW24,IAI,IAI 1124 Westwind,IAI 1124 Westwind,Jet,2,C,,,I,1B,129,,,44.8,,52.3,15.8,23.0,23.0,12.0,"23,500","19,000",S,Medium,"3,140.0",Fixed-wing,Small+,H,F,E,E,,III,7,Yes,99,"14,137",,,,,,,,,,,,,,,,,
